,taxpayer_id,location,economic_sector,entity_type,beneficial_owners,registration_date,size,norm_size,size_category
8436,P8336,Eldoret,Mining & Quarrying,Non-Individual,"['A0008', 'A0050']",13/02/2022,1.098680226,5.55E-05,micro
8437,P8337,Machakos,Public Administration,Non-Individual,"['A0062', 'A0032']",09/11/2007,1.37650264,6.96E-05,small
8438,P8338,Nairobi,Water & Sanitation,Non-Individual,"['A0038', 'A0060', 'A0026']",23/05/2007,7.906418025,0.000399731,large
8439,P8339,Meru,Real Estate,Non-Individual,"['A0095', 'A0099']",15/09/2005,1.620166103,8.19E-05,medium
8440,P8340,Kisumu,Hospitality,Non-Individual,['A0070'],16/10/2012,1.488631157,7.53E-05,medium
8441,P8341,Thika,Public Administration,Non-Individual,"['A0026', 'A0058', 'A0073']",04/04/2006,1.024603124,5.18E-05,micro
8442,P8342,Meru,Transportation & Logistics,Non-Individual,"['A0041', 'A0053', 'A0021']",24/08/2024,1.300686185,6.58E-05,small
8443,P8343,Nairobi,Transportation & Logistics,Non-Individual,"['A0089', 'A0068', 'A0047']",18/08/2005,1.855815718,9.38E-05,medium
8444,P8344,Kericho,Transportation,Non-Individual,"['A0050', 'A0040']",07/12/2019,2.703475824,0.000136682,large
8445,P8345,Meru,Mining & Quarrying,Non-Individual,"['A0031', 'A0099', 'A0003']",17/02/2023,2.788720872,0.000140992,large
8446,P8346,Nakuru,Real Estate,Non-Individual,['A0082'],14/12/2007,10.21235715,0.000516314,large
8447,P8347,Kitale,Transportation,Non-Individual,"['A0043', 'A0006']",14/08/2015,1.107132639,5.60E-05,micro
8448,P8348,Nakuru,Real Estate,Non-Individual,"['A0055', 'A0100']",19/06/2022,3.24456975,0.000164038,large
8449,P8349,Nakuru,Waste Management,Non-Individual,"['A0059', 'A0014']",03/07/2010,1.459093108,7.38E-05,medium
8450,P8350,Machakos,Real Estate,Non-Individual,['A0017'],04/02/2023,1.578267136,7.98E-05,medium
8451,P8351,Machakos,Retail,Non-Individual,['A0023'],02/09/2013,1.212905937,6.13E-05,small
8452,P8352,Machakos,Real Estate,Non-Individual,"['A0062', 'A0068', 'A0078']",03/04/2017,1.647227838,8.33E-05,medium
8453,P8353,Meru,Mining & Quarrying,Non-Individual,"['A0077', 'A0021']",03/03/2013,1.123297027,5.68E-05,micro
8454,P8354,Kericho,Waste Management,Non-Individual,"['A0041', 'A0044']",10/02/2010,2.316746047,0.00011713,large
8455,P8355,Meru,Energy,Non-Individual,"['A0020', 'A0030', 'A0066']",19/06/2005,1.491181267,7.54E-05,medium
8456,P8356,Nairobi,Education,Non-Individual,"['A0074', 'A0078', 'A0005']",19/07/2005,1.381473982,6.98E-05,small
8457,P8357,Nakuru,Telecommunications,Non-Individual,"['A0056', 'A0082']",26/05/2021,1.005461805,5.08E-05,micro
8458,P8358,Machakos,Manufacturing,Non-Individual,['A0033'],29/01/2007,3.578428627,0.000180917,large
8459,P8359,Garissa,Healthcare,Non-Individual,"['A0081', 'A0049']",03/03/2008,4.286187456,0.0002167,large
8460,P8360,Nairobi,Mining & Quarrying,Non-Individual,"['A0061', 'A0086', 'A0090']",23/08/2017,1.057797765,5.35E-05,micro
8461,P8361,Kisumu,Telecommunications,Non-Individual,['A0025'],29/12/2019,1.220539073,6.17E-05,small
8462,P8362,Kericho,Real Estate,Non-Individual,['A0092'],07/07/2009,1.007890333,5.10E-05,micro
8463,P8363,Machakos,Manufacturing,Non-Individual,['A0003'],18/11/2009,1.901432326,9.61E-05,medium
8464,P8364,Nairobi,Wholesale Trade,Non-Individual,['A0026'],06/07/2023,2.618022514,0.000132361,large
8465,P8365,Meru,Transportation,Non-Individual,['A0061'],06/06/2022,1.934527066,9.78E-05,medium
8466,P8366,Meru,Security Services,Non-Individual,"['A0036', 'A0048', 'A0022']",28/05/2016,1.124673585,5.69E-05,micro
8467,P8367,Kericho,Water & Sanitation,Non-Individual,"['A0029', 'A0094', 'A0032']",09/11/2017,2.620476967,0.000132486,large
8468,P8368,Eldoret,Legal & Professional Services,Non-Individual,"['A0032', 'A0003']",14/01/2007,1.191910541,6.03E-05,small
8469,P8369,Garissa,Legal & Professional Services,Non-Individual,"['A0058', 'A0029']",13/04/2021,1.161469076,5.87E-05,small
8470,P8370,Garissa,Transportation,Non-Individual,"['A0096', 'A0017']",15/10/2021,1.85388524,9.37E-05,medium
8471,P8371,Thika,Mining & Quarrying,Non-Individual,"['A0075', 'A0060']",11/06/2021,1.064958669,5.38E-05,micro
8472,P8372,Kitale,Hospitality,Non-Individual,"['A0091', 'A0027', 'A0065']",11/04/2021,3.291305131,0.000166401,large
8473,P8373,Kitale,Real Estate,Non-Individual,['A0044'],11/04/2020,2.099550766,0.000106149,large
8474,P8374,Kitale,Construction,Non-Individual,"['A0002', 'A0013', 'A0007']",13/11/2016,3.413227033,0.000172565,large
8475,P8375,Kisumu,Arts & Culture,Non-Individual,['A0077'],12/04/2011,1.440189207,7.28E-05,medium
8476,P8376,Eldoret,Security Services,Non-Individual,['A0056'],06/09/2009,1.680530194,8.50E-05,medium
8477,P8377,Kericho,Energy,Non-Individual,"['A0053', 'A0077']",19/04/2007,1.022160628,5.17E-05,micro
8478,P8378,Kitale,Retail,Non-Individual,"['A0018', 'A0094']",11/03/2022,3.230376874,0.000163321,large
8479,P8379,Machakos,Transportation & Logistics,Non-Individual,"['A0006', 'A0040', 'A0083']",21/11/2019,1.60434302,8.11E-05,medium
8480,P8380,Kisumu,Water & Sanitation,Non-Individual,"['A0074', 'A0019']",22/06/2013,1.299960934,6.57E-05,small
8481,P8381,Mombasa,Construction,Non-Individual,['A0051'],11/05/2005,1.416063475,7.16E-05,medium
8482,P8382,Kitale,ICT,Non-Individual,"['A0084', 'A0078']",06/12/2016,1.091508544,5.52E-05,micro
8483,P8383,Kericho,Wholesale Trade,Non-Individual,"['A0033', 'A0056', 'A0045']",20/07/2011,1.2142715,6.14E-05,small
8484,P8384,Thika,Finance,Non-Individual,"['A0085', 'A0096', 'A0058']",16/10/2022,1.304795228,6.60E-05,small
8485,P8385,Machakos,Entertainment & Media,Non-Individual,"['A0075', 'A0078', 'A0007']",20/10/2015,2.816675939,0.000142405,large
8486,P8386,Garissa,Hospitality,Non-Individual,"['A0043', 'A0041']",21/02/2012,1.586354372,8.02E-05,medium
8487,P8387,Eldoret,Wholesale Trade,Non-Individual,"['A0029', 'A0097', 'A0072']",28/09/2024,1.16430983,5.89E-05,small
8488,P8388,Kisumu,Transportation,Non-Individual,"['A0070', 'A0083']",18/11/2014,1.554242312,7.86E-05,medium
8489,P8389,Kitale,Waste Management,Non-Individual,"['A0097', 'A0033', 'A0039']",13/03/2009,1.303818509,6.59E-05,small
8490,P8390,Mombasa,Manufacturing,Non-Individual,['A0028'],08/04/2005,1.300016359,6.57E-05,small
8491,P8391,Nairobi,Entertainment & Media,Non-Individual,['A0063'],22/11/2014,1.096027667,5.54E-05,micro
8492,P8392,Nakuru,Hospitality,Non-Individual,['A0011'],01/02/2019,1.027371645,5.19E-05,micro
8493,P8393,Machakos,Waste Management,Non-Individual,"['A0086', 'A0088', 'A0047']",13/12/2019,1.175401158,5.94E-05,small
8494,P8394,Kericho,Agriculture,Non-Individual,"['A0096', 'A0097']",06/02/2013,1.126002936,5.69E-05,micro
8495,P8395,Mombasa,Retail,Non-Individual,"['A0057', 'A0048']",27/12/2012,1.628063899,8.23E-05,medium
8496,P8396,Nyeri,Waste Management,Non-Individual,['A0084'],19/07/2017,1.651114369,8.35E-05,medium
8497,P8397,Nyeri,Mining & Quarrying,Non-Individual,['A0011'],24/12/2009,1.459528612,7.38E-05,medium
8498,P8398,Garissa,Telecommunications,Non-Individual,['A0053'],28/02/2006,1.240111214,6.27E-05,small
8499,P8399,Eldoret,Mining & Quarrying,Non-Individual,"['A0060', 'A0041']",29/01/2015,3.692283558,0.000186674,large
8500,P8400,Kisumu,Security Services,Non-Individual,['A0034'],08/09/2015,2.60527752,0.000131717,large
8501,P8401,Mombasa,Real Estate,Non-Individual,['A0006'],07/08/2016,1.163817293,5.88E-05,small
8502,P8402,Kisumu,Arts & Culture,Non-Individual,"['A0023', 'A0093']",26/06/2020,6.004926903,0.000303596,large
8503,P8403,Garissa,Wholesale Trade,Non-Individual,"['A0053', 'A0026']",09/08/2023,2.0323542,0.000102751,large
8504,P8404,Machakos,Water & Sanitation,Non-Individual,"['A0046', 'A0069', 'A0032']",23/01/2021,1.845050645,9.33E-05,medium
8505,P8405,Garissa,Manufacturing,Non-Individual,['A0084'],04/08/2015,1.136126769,5.74E-05,micro
8506,P8406,Nairobi,Water & Sanitation,Non-Individual,['A0027'],12/09/2019,1.930763538,9.76E-05,medium
8507,P8407,Mombasa,Public Administration,Non-Individual,"['A0100', 'A0019', 'A0056']",08/02/2018,1.736028046,8.78E-05,medium
8508,P8408,Eldoret,Security Services,Non-Individual,"['A0028', 'A0043']",05/06/2019,1.42691346,7.21E-05,medium
8509,P8409,Nairobi,ICT,Non-Individual,"['A0035', 'A0059', 'A0018']",06/04/2010,1.994080113,0.000100816,large
8510,P8410,Thika,Security Services,Non-Individual,['A0001'],28/06/2022,2.381966133,0.000120427,large
8511,P8411,Thika,Construction,Non-Individual,"['A0047', 'A0087', 'A0090']",29/04/2015,3.05757288,0.000154584,large
8512,P8412,Nairobi,Hospitality,Non-Individual,"['A0065', 'A0060']",02/10/2008,1.008685148,5.10E-05,micro
8513,P8413,Nyeri,Public Administration,Non-Individual,['A0054'],28/01/2017,2.254763574,0.000113996,large
8514,P8414,Nairobi,Security Services,Non-Individual,['A0079'],08/05/2011,1.229522108,6.22E-05,small
8515,P8415,Thika,Retail,Non-Individual,['A0090'],18/10/2008,1.978989972,0.000100053,medium
8516,P8416,Nairobi,Manufacturing,Non-Individual,"['A0006', 'A0005', 'A0010']",14/12/2014,1.267928097,6.41E-05,small
8517,P8417,Kericho,Wholesale Trade,Non-Individual,"['A0064', 'A0098', 'A0009']",03/11/2012,1.487661121,7.52E-05,medium
8518,P8418,Thika,Arts & Culture,Non-Individual,"['A0088', 'A0055', 'A0035']",20/02/2017,1.993405663,0.000100782,large
8519,P8419,Thika,Waste Management,Non-Individual,"['A0084', 'A0058']",22/11/2021,19.03208824,0.00096222,large
8520,P8420,Thika,Manufacturing,Non-Individual,['A0036'],28/08/2011,1.046913642,5.29E-05,micro
8521,P8421,Machakos,Legal & Professional Services,Non-Individual,"['A0007', 'A0027', 'A0048']",14/12/2018,1.052427565,5.32E-05,micro
8522,P8422,Kisumu,Mining & Quarrying,Non-Individual,"['A0022', 'A0025']",29/12/2008,2.502111246,0.000126501,large
8523,P8423,Nyeri,Construction,Non-Individual,"['A0009', 'A0096', 'A0034']",18/06/2011,1.002965346,5.07E-05,micro
8524,P8424,Eldoret,Wholesale Trade,Non-Individual,"['A0078', 'A0040', 'A0017']",31/05/2017,1.399504255,7.08E-05,small
8525,P8425,Thika,Manufacturing,Non-Individual,"['A0015', 'A0002']",18/04/2020,1.069642343,5.41E-05,micro
8526,P8426,Mombasa,Entertainment & Media,Non-Individual,"['A0029', 'A0004', 'A0013']",31/08/2024,1.791094037,9.06E-05,medium
8527,P8427,Eldoret,Real Estate,Non-Individual,"['A0029', 'A0002']",26/07/2018,1.262185717,6.38E-05,small
8528,P8428,Nakuru,Construction,Non-Individual,['A0049'],20/07/2014,1.448020882,7.32E-05,medium
8529,P8429,Nakuru,Manufacturing,Non-Individual,"['A0072', 'A0063', 'A0065']",27/11/2014,1.394108782,7.05E-05,small
8530,P8430,Machakos,Waste Management,Non-Individual,"['A0022', 'A0042', 'A0024']",16/06/2016,1.53576373,7.76E-05,medium
8531,P8431,Thika,Mining & Quarrying,Non-Individual,"['A0088', 'A0082', 'A0062']",27/01/2011,1.051912111,5.32E-05,micro
8532,P8432,Nairobi,Energy,Non-Individual,"['A0001', 'A0072', 'A0031']",25/06/2019,1.191776059,6.03E-05,small
8533,P8433,Kisumu,Legal & Professional Services,Non-Individual,"['A0037', 'A0038']",02/07/2011,1.530205493,7.74E-05,medium
8534,P8434,Kericho,Security Services,Non-Individual,['A0051'],19/04/2010,2.132677537,0.000107823,large
8535,P8435,Garissa,Transportation & Logistics,Non-Individual,"['A0099', 'A0065', 'A0062']",10/11/2009,2.106971099,0.000106524,large
8536,P8436,Mombasa,Finance,Non-Individual,"['A0057', 'A0023']",03/04/2011,1.674280592,8.46E-05,medium
8537,P8437,Kitale,Education,Non-Individual,"['A0097', 'A0091', 'A0079']",29/12/2012,1.75081161,8.85E-05,medium
8538,P8438,Kisumu,Education,Non-Individual,"['A0053', 'A0076', 'A0047']",16/07/2010,3.247071466,0.000164165,large
8539,P8439,Nakuru,Mining & Quarrying,Non-Individual,"['A0098', 'A0054']",23/01/2005,1.111065438,5.62E-05,micro
8540,P8440,Meru,Waste Management,Non-Individual,"['A0040', 'A0100']",04/07/2009,1.558066994,7.88E-05,medium
8541,P8441,Nyeri,Mining & Quarrying,Non-Individual,"['A0028', 'A0011']",16/05/2013,2.747774778,0.000138921,large
8542,P8442,Machakos,Transportation,Non-Individual,"['A0099', 'A0027']",23/03/2018,1.125283956,5.69E-05,micro
8543,P8443,Nairobi,Healthcare,Non-Individual,['A0072'],28/12/2019,2.440570457,0.00012339,large
8544,P8444,Thika,Entertainment & Media,Non-Individual,"['A0056', 'A0057', 'A0041']",24/08/2007,1.092124941,5.52E-05,micro
8545,P8445,Machakos,Entertainment & Media,Non-Individual,['A0082'],21/02/2009,1.156399384,5.85E-05,small
8546,P8446,Eldoret,Retail,Non-Individual,['A0032'],09/08/2005,1.72006658,8.70E-05,medium
8547,P8447,Meru,Public Administration,Non-Individual,"['A0052', 'A0096', 'A0037']",06/05/2024,1.625784058,8.22E-05,medium
8548,P8448,Thika,Healthcare,Non-Individual,"['A0028', 'A0058', 'A0091']",08/03/2008,1.453007777,7.35E-05,medium
8549,P8449,Machakos,Energy,Non-Individual,"['A0017', 'A0043', 'A0096']",11/06/2005,1.208400473,6.11E-05,small
8550,P8450,Nyeri,Retail,Non-Individual,['A0099'],20/08/2024,1.353350912,6.84E-05,small
8551,P8451,Eldoret,Legal & Professional Services,Non-Individual,"['A0055', 'A0062']",28/08/2019,1.647050998,8.33E-05,medium
8552,P8452,Nairobi,Hospitality,Non-Individual,"['A0040', 'A0088', 'A0041']",10/01/2011,1.163516782,5.88E-05,small
8553,P8453,Meru,Energy,Non-Individual,['A0048'],03/08/2012,1.316700629,6.66E-05,small
8554,P8454,Nyeri,Transportation & Logistics,Non-Individual,"['A0070', 'A0077', 'A0058']",23/09/2014,1.64816669,8.33E-05,medium
8555,P8455,Meru,Security Services,Non-Individual,"['A0062', 'A0094', 'A0095']",08/04/2024,1.921180686,9.71E-05,medium
8556,P8456,Nairobi,Entertainment & Media,Non-Individual,"['A0087', 'A0007']",21/12/2022,2.046857355,0.000103485,large
8557,P8457,Nairobi,Retail,Non-Individual,['A0009'],09/03/2016,1.895633498,9.58E-05,medium
8558,P8458,Nakuru,Healthcare,Non-Individual,"['A0063', 'A0074']",21/07/2010,1.109648464,5.61E-05,micro
8559,P8459,Nakuru,Waste Management,Non-Individual,"['A0045', 'A0023']",12/10/2006,6.170126044,0.000311948,large
8560,P8460,Nakuru,Hospitality,Non-Individual,"['A0002', 'A0055', 'A0017']",10/09/2013,3.225188267,0.000163058,large
8561,P8461,Kitale,Wholesale Trade,Non-Individual,"['A0007', 'A0019', 'A0002']",11/07/2023,1.876712518,9.49E-05,medium
8562,P8462,Kitale,Mining & Quarrying,Non-Individual,"['A0012', 'A0051']",18/10/2014,1.684030026,8.51E-05,medium
8563,P8463,Thika,Entertainment & Media,Non-Individual,['A0019'],16/11/2020,1.078040191,5.45E-05,micro
8564,P8464,Kitale,Transportation & Logistics,Non-Individual,"['A0036', 'A0084']",20/09/2010,2.644613924,0.000133706,large
8565,P8465,Machakos,Construction,Non-Individual,"['A0051', 'A0079']",28/09/2016,1.684484872,8.52E-05,medium
8566,P8466,Nyeri,Entertainment & Media,Non-Individual,['A0066'],25/11/2011,1.401579938,7.09E-05,small
8567,P8467,Kisumu,Entertainment & Media,Non-Individual,['A0006'],07/05/2016,1.269148239,6.42E-05,small
8568,P8468,Mombasa,Education,Non-Individual,"['A0073', 'A0064']",11/06/2007,16.92254392,0.000855566,large
8569,P8469,Nyeri,Entertainment & Media,Non-Individual,"['A0083', 'A0033', 'A0051']",19/11/2008,1.956043253,9.89E-05,medium
8570,P8470,Nakuru,Arts & Culture,Non-Individual,"['A0041', 'A0092']",30/10/2017,1.600951224,8.09E-05,medium
8571,P8471,Meru,Finance,Non-Individual,['A0019'],23/01/2008,1.061282715,5.37E-05,micro
8572,P8472,Eldoret,Waste Management,Non-Individual,['A0075'],03/07/2024,7.163962684,0.000362194,large
8573,P8473,Thika,Waste Management,Non-Individual,"['A0069', 'A0056', 'A0005']",14/08/2022,1.059839912,5.36E-05,micro
8574,P8474,Kericho,Transportation,Non-Individual,['A0054'],11/06/2023,1.18483294,5.99E-05,small
8575,P8475,Kisumu,Arts & Culture,Non-Individual,['A0097'],11/08/2020,3.1649436,0.000160013,large
8576,P8476,Kitale,Education,Non-Individual,['A0066'],21/06/2016,1.16763016,5.90E-05,small
8577,P8477,Machakos,Mining & Quarrying,Non-Individual,"['A0052', 'A0028']",01/11/2022,1.037202771,5.24E-05,micro
8578,P8478,Meru,Education,Non-Individual,"['A0001', 'A0082']",24/06/2007,3.0691869,0.000155171,large
8579,P8479,Machakos,Energy,Non-Individual,"['A0090', 'A0030', 'A0088']",27/02/2005,1.033762945,5.23E-05,micro
8580,P8480,Nyeri,Waste Management,Non-Individual,"['A0050', 'A0039']",17/10/2023,1.192963868,6.03E-05,small
8581,P8481,Mombasa,Construction,Non-Individual,['A0049'],06/01/2014,1.115364795,5.64E-05,micro
8582,P8482,Kericho,Wholesale Trade,Non-Individual,"['A0021', 'A0017', 'A0026']",27/12/2013,1.07722945,5.45E-05,micro
8583,P8483,Machakos,Telecommunications,Non-Individual,"['A0053', 'A0065']",25/04/2023,1.582970828,8.00E-05,medium
8584,P8484,Machakos,Energy,Non-Individual,"['A0087', 'A0079']",26/04/2024,2.007622696,0.000101501,large
8585,P8485,Nairobi,Water & Sanitation,Non-Individual,"['A0100', 'A0025']",30/11/2012,1.018392416,5.15E-05,micro
8586,P8486,Nyeri,Arts & Culture,Non-Individual,['A0054'],16/07/2021,1.363589764,6.89E-05,small
8587,P8487,Garissa,Legal & Professional Services,Non-Individual,"['A0038', 'A0078']",22/12/2011,1.378468122,6.97E-05,small
8588,P8488,Mombasa,Entertainment & Media,Non-Individual,"['A0035', 'A0043']",27/02/2013,1.440051692,7.28E-05,medium
8589,P8489,Garissa,Security Services,Non-Individual,['A0067'],19/01/2017,1.096708842,5.54E-05,micro
8590,P8490,Garissa,Water & Sanitation,Non-Individual,"['A0044', 'A0069', 'A0078']",30/03/2016,2.749107767,0.000138989,large
8591,P8491,Thika,Real Estate,Non-Individual,"['A0013', 'A0090']",10/08/2021,1.211125102,6.12E-05,small
8592,P8492,Nairobi,Legal & Professional Services,Non-Individual,"['A0013', 'A0089']",23/09/2006,1.817294084,9.19E-05,medium
8593,P8493,Kitale,Manufacturing,Non-Individual,"['A0088', 'A0080', 'A0082']",16/04/2014,1.559793805,7.89E-05,medium
8594,P8494,Kericho,Arts & Culture,Non-Individual,"['A0089', 'A0076', 'A0062']",17/03/2010,3.590935381,0.00018155,large
8595,P8495,Nakuru,Manufacturing,Non-Individual,"['A0069', 'A0079', 'A0003']",21/05/2006,2.379593637,0.000120307,large
8596,P8496,Nakuru,Legal & Professional Services,Non-Individual,"['A0100', 'A0078']",23/04/2024,1.212361424,6.13E-05,small
8597,P8497,Nairobi,Healthcare,Non-Individual,"['A0016', 'A0099']",21/08/2008,1.15471901,5.84E-05,small
8598,P8498,Eldoret,Manufacturing,Non-Individual,['A0086'],09/05/2009,1.021690032,5.17E-05,micro
8599,P8499,Kitale,Hospitality,Non-Individual,['A0098'],17/09/2017,1.712821424,8.66E-05,medium
8600,P8500,Nairobi,Agriculture,Non-Individual,['A0012'],08/06/2007,1.042144798,5.27E-05,micro
8601,P8501,Nakuru,Arts & Culture,Non-Individual,['A0068'],25/06/2005,2.558810403,0.000129368,large
8602,P8502,Nyeri,Water & Sanitation,Non-Individual,"['A0020', 'A0086']",03/04/2012,1.405998952,7.11E-05,small
8603,P8503,Thika,Telecommunications,Non-Individual,"['A0047', 'A0044']",30/12/2007,1.24171939,6.28E-05,small
8604,P8504,Garissa,Energy,Non-Individual,"['A0066', 'A0020', 'A0032']",05/05/2007,1.668553906,8.44E-05,medium
8605,P8505,Eldoret,Legal & Professional Services,Non-Individual,"['A0001', 'A0006']",26/08/2018,1.035429995,5.23E-05,micro
8606,P8506,Kericho,Transportation,Non-Individual,"['A0086', 'A0028']",26/09/2016,1.388238341,7.02E-05,small
8607,P8507,Mombasa,Mining & Quarrying,Non-Individual,['A0050'],29/10/2017,1.096315343,5.54E-05,micro
8608,P8508,Kericho,Transportation,Non-Individual,"['A0016', 'A0030', 'A0051']",31/12/2006,3.524471048,0.000178189,large
8609,P8509,Machakos,Legal & Professional Services,Non-Individual,"['A0012', 'A0008', 'A0028']",08/11/2018,1.1038539,5.58E-05,micro
8610,P8510,Eldoret,Water & Sanitation,Non-Individual,"['A0048', 'A0002']",21/12/2020,1.967013365,9.94E-05,medium
8611,P8511,Nyeri,Legal & Professional Services,Non-Individual,"['A0020', 'A0092', 'A0061']",25/11/2019,1.109887993,5.61E-05,micro
8612,P8512,Meru,Water & Sanitation,Non-Individual,"['A0011', 'A0090']",28/02/2008,1.256470697,6.35E-05,small
8613,P8513,Nairobi,Transportation,Non-Individual,"['A0003', 'A0014']",02/10/2007,14.32928871,0.000724457,large
8614,P8514,Mombasa,Legal & Professional Services,Non-Individual,"['A0095', 'A0061', 'A0099']",23/11/2007,1.78807355,9.04E-05,medium
8615,P8515,Nakuru,Wholesale Trade,Non-Individual,"['A0009', 'A0033']",22/07/2015,1.50528184,7.61E-05,medium
8616,P8516,Garissa,Hospitality,Non-Individual,"['A0092', 'A0089']",28/10/2013,1.99963275,0.000101097,large
8617,P8517,Machakos,Public Administration,Non-Individual,"['A0062', 'A0067', 'A0078']",16/04/2024,1.251435608,6.33E-05,small
8618,P8518,Garissa,Mining & Quarrying,Non-Individual,"['A0091', 'A0055']",16/04/2009,1.00158161,5.06E-05,micro
8619,P8519,Kitale,Security Services,Non-Individual,"['A0100', 'A0059']",18/11/2024,2.121554521,0.000107261,large
8620,P8520,Nairobi,ICT,Non-Individual,['A0031'],10/09/2019,1.266957679,6.41E-05,small
8621,P8521,Nairobi,Arts & Culture,Non-Individual,"['A0001', 'A0033']",24/08/2022,2.49382722,0.000126082,large
8622,P8522,Meru,ICT,Non-Individual,"['A0050', 'A0087', 'A0021']",08/10/2023,1.174692556,5.94E-05,small
8623,P8523,Nyeri,Arts & Culture,Non-Individual,['A0070'],10/03/2015,1.066272783,5.39E-05,micro
8624,P8524,Kisumu,Construction,Non-Individual,['A0074'],27/05/2022,1.22051396,6.17E-05,small
8625,P8525,Garissa,Manufacturing,Non-Individual,"['A0085', 'A0001']",22/03/2019,2.474087772,0.000125084,large
8626,P8526,Machakos,Finance,Non-Individual,"['A0020', 'A0083']",14/07/2023,1.578719027,7.98E-05,medium
8627,P8527,Machakos,Transportation,Non-Individual,"['A0087', 'A0094']",07/02/2009,3.621046101,0.000183072,large
8628,P8528,Mombasa,Energy,Non-Individual,['A0045'],20/07/2012,1.319569639,6.67E-05,small
8629,P8529,Meru,Healthcare,Non-Individual,"['A0018', 'A0097']",30/06/2018,1.330143223,6.72E-05,small
8630,P8530,Thika,Manufacturing,Non-Individual,['A0022'],15/09/2016,1.126124469,5.69E-05,micro
8631,P8531,Eldoret,ICT,Non-Individual,['A0067'],06/08/2013,1.398329356,7.07E-05,small
8632,P8532,Eldoret,Arts & Culture,Non-Individual,['A0035'],29/01/2017,1.380339769,6.98E-05,small
8633,P8533,Nairobi,Healthcare,Non-Individual,['A0006'],16/03/2006,1.228616961,6.21E-05,small
8634,P8534,Nyeri,Real Estate,Non-Individual,"['A0044', 'A0050', 'A0076']",21/06/2006,1.788081184,9.04E-05,medium
8635,P8535,Kisumu,Real Estate,Non-Individual,"['A0006', 'A0056', 'A0081']",14/11/2016,2.748337101,0.00013895,large
8636,P8536,Thika,Manufacturing,Non-Individual,"['A0070', 'A0072']",11/12/2015,2.432268446,0.00012297,large
8637,P8537,Kitale,Security Services,Non-Individual,"['A0026', 'A0054']",06/10/2009,1.950050588,9.86E-05,medium
8638,P8538,Nairobi,Waste Management,Non-Individual,"['A0048', 'A0043', 'A0068']",08/05/2019,23.61169432,0.001193755,large
8639,P8539,Kisumu,Education,Non-Individual,"['A0033', 'A0090', 'A0046']",20/01/2011,1.028502161,5.20E-05,micro
8640,P8540,Eldoret,Agriculture,Non-Individual,['A0036'],17/07/2005,1.4034901,7.10E-05,small
8641,P8541,Mombasa,Arts & Culture,Non-Individual,"['A0054', 'A0090', 'A0100']",02/07/2017,2.437246491,0.000123222,large
8642,P8542,Meru,Transportation & Logistics,Non-Individual,['A0012'],04/10/2020,1.584337898,8.01E-05,medium
8643,P8543,Kericho,Entertainment & Media,Non-Individual,"['A0012', 'A0077', 'A0072']",14/02/2019,1.619913156,8.19E-05,medium
8644,P8544,Thika,Transportation & Logistics,Non-Individual,"['A0010', 'A0055', 'A0079']",09/10/2010,2.156187689,0.000109012,large
8645,P8545,Kericho,ICT,Non-Individual,"['A0025', 'A0011']",15/12/2014,3.408516706,0.000172327,large
8646,P8546,Thika,Transportation & Logistics,Non-Individual,"['A0057', 'A0010']",15/12/2011,1.11397991,5.63E-05,micro
8647,P8547,Mombasa,Finance,Non-Individual,"['A0034', 'A0067', 'A0090']",27/09/2013,1.007617102,5.09E-05,micro
8648,P8548,Thika,Arts & Culture,Non-Individual,"['A0009', 'A0034']",17/07/2010,1.676979266,8.48E-05,medium
8649,P8549,Kitale,ICT,Non-Individual,"['A0097', 'A0093', 'A0049']",15/08/2018,1.023533751,5.17E-05,micro
8650,P8550,Kitale,Manufacturing,Non-Individual,"['A0027', 'A0090']",01/09/2023,1.025674294,5.19E-05,micro
8651,P8551,Thika,Manufacturing,Non-Individual,['A0011'],24/05/2019,1.274470704,6.44E-05,small
8652,P8552,Nakuru,Healthcare,Non-Individual,['A0041'],12/04/2019,1.19712354,6.05E-05,small
8653,P8553,Nairobi,Legal & Professional Services,Non-Individual,['A0059'],15/07/2008,1.198985352,6.06E-05,small
8654,P8554,Nyeri,Security Services,Non-Individual,"['A0060', 'A0021']",12/06/2019,1.061479813,5.37E-05,micro
8655,P8555,Nakuru,Mining & Quarrying,Non-Individual,"['A0051', 'A0043']",13/08/2015,1.684141557,8.51E-05,medium
8656,P8556,Kitale,Waste Management,Non-Individual,['A0097'],27/07/2006,1.089321206,5.51E-05,micro
8657,P8557,Garissa,Manufacturing,Non-Individual,['A0033'],16/12/2009,2.552228678,0.000129035,large
8658,P8558,Garissa,Construction,Non-Individual,"['A0091', 'A0024']",27/04/2008,1.583820213,8.01E-05,medium
8659,P8559,Eldoret,Waste Management,Non-Individual,"['A0028', 'A0076']",18/08/2020,1.561023803,7.89E-05,medium
8660,P8560,Meru,Agriculture,Non-Individual,"['A0050', 'A0090']",16/06/2011,3.659590581,0.000185021,large
8661,P8561,Kitale,Agriculture,Non-Individual,['A0019'],15/06/2014,1.106474063,5.59E-05,micro
8662,P8562,Kitale,Energy,Non-Individual,"['A0043', 'A0027', 'A0045']",17/03/2024,4.320496776,0.000218435,large
8663,P8563,Garissa,Agriculture,Non-Individual,"['A0087', 'A0022', 'A0035']",11/01/2006,1.141273597,5.77E-05,micro
